ID,TITLE,TYPE,IMDB_SCORE,RELEASE_YEAR,ENGAGEMENT_SCORE,DESCRIPTION_SENTIMENT,SENTIMENT_BUCKET
ts23262,Is the Order a Rabbit?,SHOW,7,2014,5.76,0.2820526,Neutral
ts20222,I Can't Understand What My Husband Is Saying,SHOW,6.7,2014,5.83,0.4088557,Positive
ts22348,Nanana's Buried Treasure,SHOW,6.5,2014,4.6,0.20742998,Neutral
ts43922,Witch Craft Works,SHOW,6.8,2014,6.03,0.26836878,Neutral
ts55080,Tonari no Seki-kun: The Master of Killing Time,SHOW,7.2,2014,5.71,0.12542637,Neutral
ts32776,"Problem Children Are Coming from Another World, Aren't They?",SHOW,7.2,2013,6.06,0.5438159,Positive
ts56862,Magic Kaito 1412,SHOW,7.4,2014,5.96,0.10155314,Neutral
ts20312,Brynhildr in the Darkness,SHOW,6.7,2014,5.79,0.14222276,Neutral
ts20015,When Supernatural Battles Became Commonplace,SHOW,6.5,2014,5.21,-0.12649111,Neutral
ts22423,Inugami-san to Nekoyama-san,SHOW,6,2014,4.02,0.13092585,Neutral
ts33902,The Eccentric Family,SHOW,7.7,2013,5.77,0.27769354,Neutral
ts79726,Unlimited Psychic Squad,SHOW,7.2,2013,6.01,0.30586803,Positive
ts32800,Theatre of Darkness: Yamishibai,SHOW,7.1,2013,5.8,0.16876239,Neutral
ts55113,White Album 2,SHOW,7.3,2013,5.48,-0.123193435,Neutral
ts20212,Hamatora,SHOW,7,2014,5.75,0.06829246,Neutral
ts32201,The Troubled Life of Miss Kotoura,SHOW,6.9,2013,5.41,0.6223359,Positive
ts44217,Love Lab,SHOW,6.9,2013,5.35,0.12958847,Neutral
ts58384,My Mental Choices Are Completely Interfering with my School Romantic Comedy,SHOW,7.7,2013,5.95,0.07219614,Neutral
ts57972,My Big Sister Arrived,SHOW,5.6,2014,4.37,0.43377396,Positive
ts6358,Denki-gai,SHOW,6.5,2014,5.09,0.43848544,Positive
ts77637,Servant x Service,SHOW,7,2013,5.57,0.289268,Neutral
ts534,Dramatical Murder,SHOW,5.8,2014,4.41,0.26090437,Neutral
ts21362,If Her Flag Breaks,SHOW,6,2014,4.6,0.21782419,Neutral
ts20073,Survival Game Club,SHOW,7.4,2014,6.23,0.11417112,Neutral
ts17721,Encouragement of Climb,SHOW,6.9,2013,5.29,0.21387154,Neutral
ts33243,Walkure Romanze,SHOW,6.2,2013,5.54,0.3577206,Positive
ts20018,Blade Dance of Elementalers,SHOW,6.4,2014,5.19,0.31267804,Positive
ts20091,HaNaYaMaTa,SHOW,7,2014,6.04,0.25444084,Neutral
ts20075,Orenchi no Furo Jijo,SHOW,6.3,2014,5.49,0.12644172,Neutral
ts44018,Nobunaga Concerto,SHOW,7,2014,5.46,0.24016583,Neutral
ts77866,Miss Monochrome - The Animation,SHOW,5.9,2013,4.2,0.14314464,Neutral
ts12341,Aiura,SHOW,6.2,2013,5.07,0.2749838,Neutral
ts34195,義風堂々!! 兼続と慶次,SHOW,7.1,2013,6.21,0.26149324,Neutral
ts9710,Arpeggio of Blue Steel: Ars Nova,SHOW,7.2,2013,6.08,0.087217554,Neutral
ts20265,Blade and Soul,SHOW,6,2014,5.32,0.23348989,Neutral
ts58504,Gingitsune: Messenger Fox of the Gods,SHOW,7.4,2013,5.81,0.31114945,Positive
ts57334,Future Card Buddyfight,SHOW,6.6,2014,5.72,0.14828137,Neutral
ts85663,BONJOUR♪Sweet Love Patisserie,SHOW,5.5,2014,4.62,0.15156041,Neutral
ts12823,Arata: The Legend,SHOW,6.7,2013,4.94,0.13599503,Neutral
ts22429,Chaika - The Coffin Princess,SHOW,6.9,2014,5.45,0.27714485,Neutral
ts78887,Makai Ōji: Devils and Realist,SHOW,6.4,2013,5.11,0.19996256,Neutral
ts54083,Ai-Mai-Mi,SHOW,5.6,2013,4.88,0.17876384,Neutral
ts79069,The Pilot's Love Song,SHOW,7,2014,5.61,0.17952344,Neutral
ts80797,Magimoji Rurumo,SHOW,6.7,2014,5.6,0.19376427,Neutral
ts127426,Donyatsu,SHOW,5.7,2013,4.47,0.24739887,Neutral
ts55904,Himegoto,SHOW,5.1,2014,4.5,0.1321246,Neutral
ts33037,Sparrow's Hotel,SHOW,5,2013,3.95,0.14560042,Neutral
ts33283,Senyu.,SHOW,6.8,2013,5.04,0.18445076,Neutral
ts75865,"Wake Up, Girls！",SHOW,6.6,2014,5.41,0.2274746,Neutral
ts33520,GJ Club,SHOW,6.9,2013,5.24,0.12874357,Neutral
ts19223,Da Capo III,SHOW,6.5,2013,3.11,0.28060463,Neutral
ts55288,A Town Where You Live,SHOW,5.4,2013,4.47,0.27668068,Neutral
ts23080,Wonder Momo,SHOW,4.9,2014,3.74,0.2105198,Neutral
ts80652,Majin Bone,SHOW,7.3,2014,3.29,0.20322303,Neutral
ts23081,Rowdy Sumo Wrestler Matsutaro!!,SHOW,5.8,2014,4.61,0.35382456,Positive
ts33517,Mangirl!,SHOW,4.9,2013,4.13,0.11857395,Neutral
ts44167,Nobunagun,SHOW,6.7,2014,5.48,0.060659885,Neutral
ts56788,Robot Girls Z,SHOW,5.8,2014,4.3,0.124237634,Neutral
ts34796,Chronicles of the Going Home Club,SHOW,6.7,2013,3.16,-0.027291281,Neutral
ts58393,Strange+,SHOW,5.4,2014,4.09,0.23749419,Neutral
ts35014,Muromi-san,SHOW,6.6,2013,3.16,0.22906613,Neutral
ts20067,Girl Friend BETA,SHOW,3.8,2014,4.37,0.303666,Positive
ts37539,One-Punch Man,SHOW,8.7,2015,7.55,0.15696016,Neutral
ts38725,My Hero Academia,SHOW,7.8,2016,6.49,0.30657664,Positive
ts35201,Food Wars! Shokugeki no Soma,SHOW,8.2,2015,7.06,0.10634879,Neutral
ts35573,Dragon Ball Super,SHOW,8.4,2015,7.16,0.12934878,Neutral
ts39013,Mob Psycho 100,SHOW,8.6,2016,7.32,0.2952739,Neutral
ts38785,Berserk,SHOW,6.8,2016,6.13,0.24103376,Neutral
ts21984,Assassination Classroom,SHOW,8,2015,7.02,-0.1206266,Neutral
ts38712,Kabaneri of the Iron Fortress,SHOW,7.2,2016,6.01,0.36150697,Positive
ts44928,KonoSuba – God's blessing on this wonderful world!!,SHOW,7.8,2016,6.93,0.44085217,Positive
ts41257,Re:ZERO -Starting Life in Another World-,SHOW,8.1,2016,6.85,0.5907425,Positive
ts35578,Is It Wrong to Try to Pick Up Girls in a Dungeon?,SHOW,7.5,2015,6.38,0.23032652,Neutral
ts37899,Overlord,SHOW,7.7,2015,6.84,0.18461245,Neutral
ts42169,ERASED,SHOW,8.5,2016,7.4,0.118703336,Neutral
ts47734,Yuri!!! on Ice,SHOW,8.4,2016,7.17,0.28239787,Neutral
ts42256,Bungo Stray Dogs,SHOW,7.8,2016,6.76,0.37415993,Positive
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,7.9,2015,6.22,0.11953284,Neutral
ts35275,Blood Blockade Battlefront,SHOW,7.2,2015,5.98,0.2159966,Neutral
ts36073,Rokka - Braves of the Six Flowers,SHOW,6.9,2015,5.81,0.14253062,Neutral
ts41489,Hitori no Shita: The Outcast,SHOW,6.8,2016,5.43,0.20458502,Neutral
ts42043,March Comes in Like a Lion,SHOW,8.4,2016,6.78,0.192421,Neutral
ts41487,91 Days,SHOW,7.7,2016,6.49,0.1372107,Neutral
ts35577,God Eater,SHOW,7,2015,5.97,0.086118,Neutral
ts38756,Twin Star Exorcists,SHOW,7.1,2016,6.32,0.24371515,Neutral
ts35457,My Love Story!!,SHOW,7.8,2015,6.7,0.3456901,Positive
ts55531,Saekano: How to Raise a Boring Girlfriend,SHOW,7,2015,5.67,0.07143678,Neutral
ts36812,Attack on Titan: Junior High,SHOW,7.2,2015,6.31,0.1984358,Neutral
ts38707,Ace Attorney,SHOW,6.4,2016,5.52,0.4754078,Positive
ts41846,Orange,SHOW,7.7,2016,6.57,0.27277222,Neutral
ts42211,Myriad Colors Phantom World,SHOW,6.2,2016,5.77,0.3416693,Positive
ts35988,Snow White with the Red Hair,SHOW,7.8,2015,6.49,0.34292752,Positive
ts53038,Tawawa on Monday,SHOW,5.6,2016,4.72,0.17977507,Neutral
ts43171,Lupin the Third: The Italian Adventure,SHOW,7.7,2015,6.14,0.21913002,Neutral
ts35459,Sound! Euphonium,SHOW,7.9,2015,6.5,0.30530205,Positive
ts41280,Danganronpa 3: The End of Hope's Peak High School,SHOW,7.1,2016,5.55,0.26070425,Neutral
ts32669,Triage X,SHOW,6,2015,5.55,0.14190556,Neutral
ts42124,ReLIFE,SHOW,7.9,2016,6.51,0.16339846,Neutral
ts38724,Flying Witch,SHOW,7.2,2016,5.94,0.23391944,Neutral
ts42629,Dagashi Kashi,SHOW,6.1,2016,5.46,0.1934518,Neutral
ts42102,And You Thought There Is Never a Girl Online?,SHOW,6.4,2016,5.36,-0.16211694,Neutral
ts51384,Keijo!!!!!!!!,SHOW,6.7,2016,5.62,0.35584396,Positive
ts55377,Anti-Magic Academy: The 35th Test Platoon,SHOW,6.4,2015,5.82,0.19320671,Neutral
ts35355,Punch Line,SHOW,6.9,2015,5,0.16671239,Neutral
ts51387,"Kiss Him, Not Me",SHOW,6.6,2016,6.17,0.31751102,Positive
ts38748,Big Order,SHOW,4.7,2016,4.46,0.067881964,Neutral
ts43073,Showa Genroku Rakugo Shinju,SHOW,6.9,2016,5.65,0.26889193,Neutral
ts42206,Qualidea Code,SHOW,6,2016,4.7,0.22285831,Neutral
ts38723,The Asterisk War,SHOW,6.8,2015,6.11,0.4941946,Positive
ts38720,Kiznaiver,SHOW,7,2016,6.15,0.21868141,Neutral
ts42262,Sweetness & Lightning,SHOW,7.2,2016,5.82,0.33766714,Positive
ts53042,Bloodivores,SHOW,5.2,2016,4.87,0.09763695,Neutral
ts42980,Schwarzes Marken,SHOW,5.9,2016,5.18,0.13401426,Neutral
ts35466,Yamada-kun and the Seven Witches,SHOW,7.3,2015,6.52,0.18875708,Neutral
ts52888,Tiger Mask W,SHOW,7.1,2016,5.58,0.18648115,Neutral
ts51381,Occultic;Nine,SHOW,6.4,2016,4.85,0.07038792,Neutral
ts43465,Absolute Duo,SHOW,6.3,2015,5.9,0.2652479,Neutral
ts35329,Saint Seiya: Soul of Gold,SHOW,7.7,2015,6.35,0.29702315,Neutral
ts51395,Digimon Universe: Appli Monsters,SHOW,6.9,2016,6.04,0.1730972,Neutral
ts53030,Magic-Kyun! Renaissance,SHOW,7.3,2016,5.68,0.17060855,Neutral
ts53008,Touken Ranbu: Hanamaru,SHOW,6.7,2016,5.34,0.1281831,Neutral
ts53528,Koro Sensei Quest!,SHOW,6.7,2016,5.49,0.4417475,Positive
ts53192,Magical Girl Raising Project,SHOW,7.3,2016,5.56,0.01203872,Neutral
ts42251,Hundred,SHOW,6.4,2016,5.5,0.119893916,Neutral
ts39022,Thunderbolt Fantasy,SHOW,8.2,2016,6.65,0.03487184,Neutral
ts39025,Taboo Tattoo,SHOW,5.4,2016,5.31,0.14517926,Neutral
ts57185,Mr. Osomatsu,SHOW,7.5,2015,5.97,0.21489088,Neutral
ts38789,The Morose Mononokean,SHOW,7.1,2016,5.8,0.27939528,Neutral
ts42160,Tales of Zestiria the X,SHOW,6.8,2016,5.81,0.38121125,Positive
ts53435,Spiritpact,SHOW,7.6,2016,5.5,0.36768007,Positive
ts38760,Space Patrol Luluco,SHOW,6.9,2016,5.72,0.25052577,Neutral
ts78530,Owarimonogatari,SHOW,8.3,2015,5.78,0.31705603,Positive
ts78866,Wakakozake,SHOW,6.7,2015,5.55,0.47849023,Positive
ts38791,Alderamin on the Sky,SHOW,7.5,2016,6.12,0.50421196,Positive
ts38786,This Art Club Has a Problem!,SHOW,6.6,2016,5.32,0.019909821,Neutral
ts42263,Days,SHOW,7.3,2016,5.79,0.10104891,Neutral
ts38708,Joker Game,SHOW,7.1,2016,5.64,0.10358094,Neutral
ts43487,Sky Wizards Academy,SHOW,6.6,2015,5.65,0.30781856,Positive
ts82050,Samurai Warriors,SHOW,6.6,2015,5.61,0.13987148,Neutral
ts41927,NEW GAME!,SHOW,7.2,2016,5.91,0.24150977,Neutral
ts41021,Bananya,SHOW,6.2,2016,5.09,0.04255959,Neutral
ts43871,World Break: Aria of Curse for a Holy Swordsman,SHOW,7,2015,5.58,0.1478953,Neutral
ts38714,The Lost Village,SHOW,5.3,2016,4.41,0.06711219,Neutral
ts74785,"Actually, I Am...",SHOW,6.5,2015,6,0.27642724,Neutral
ts56684,Danchigai,SHOW,5.7,2015,5.06,0.17390797,Neutral
ts38790,Love Live! Sunshine!!,SHOW,7.1,2016,5.33,0.18288419,Neutral
ts52835,To Be Hero,SHOW,6.8,2016,4.65,0.045651726,Neutral
ts43892,Unlimited Fafnir,SHOW,5.6,2015,4.35,0.15255602,Neutral
ts53930,ALL OUT!!,SHOW,6.8,2016,5.21,0.2954504,Neutral
ts52836,The Numbers,SHOW,6.6,2016,5.1,0.05740865,Neutral
ts47701,WWW.Working!!,SHOW,6.8,2016,4.92,0.18856813,Neutral
ts75926,Comical Psychosomatic Medicine,SHOW,6.4,2015,5.43,0.8053563,Positive
ts52962,Poco's Udon World,SHOW,7.5,2016,6.38,0.039155334,Neutral
ts52872,Izetta: The Last Witch,SHOW,6.7,2016,5.77,0.044010933,Neutral
ts42549,Seisen Cerberus: Ryuukoku no Fatalités,SHOW,5.8,2016,5.2,0.25864685,Neutral
ts53043,Ao Oni The Animation,SHOW,5.2,2016,3.93,0.1367733,Neutral
ts43887,KanColle: Kantai Collection,SHOW,5.9,2015,4.86,0.40059057,Positive
ts58412,Military!,SHOW,5.4,2015,4.77,0.28382015,Neutral
ts36717,Akagi,SHOW,7.9,2015,3.62,0.18546583,Neutral
ts38787,Rewrite,SHOW,6,2016,4.74,0.15370536,Neutral
ts37754,Lance N' Masques,SHOW,4.6,2015,4.64,0.23730145,Neutral
ts36690,THE iDOLM@STER Cinderella Girls,SHOW,6.3,2015,4.6,0.2818722,Neutral
ts53252,Brave Witches,SHOW,5.6,2016,4.47,0.16563615,Neutral
ts42212,She and Her Cat -Everything Flows-,SHOW,7.5,2016,6.04,0.24098247,Neutral
ts44943,B-PROJECT,SHOW,6.2,2016,4.88,0.32938686,Positive
ts43211,Kagewani,SHOW,6.1,2015,3.99,0.15344782,Neutral
ts77087,Komori-san Can't Decline!,SHOW,5.5,2015,4.37,-0.06481246,Neutral
ts52886,Lostorage incited WIXOSS,SHOW,5.8,2016,4.61,0.25672197,Neutral
ts134515,Onsen yôsei Hakone-chan,SHOW,5.4,2015,4.39,0.7523764,Positive
ts53096,Monster Strike,SHOW,5,2015,3.87,0.21700974,Neutral
ts42365,Tsukiuta. The Animation,SHOW,6.4,2016,2.92,0.48266906,Positive
ts53273,Miss Bernard Said.,SHOW,6.3,2016,5.09,0.30550143,Positive
ts42323,Amanchu!,SHOW,6.8,2016,5.33,0.15152842,Neutral
ts78140,ETOTAMA,SHOW,7,2015,5.9,0.22762172,Neutral
ts53069,Scorching Ping Pong Girls,SHOW,6.4,2016,4.54,0.42883068,Positive
ts42350,The Highschool Life of a Fudanshi,SHOW,6.3,2016,4.73,0.2570108,Neutral
ts41183,ISUCA,SHOW,5.8,2015,5.03,0.2615382,Neutral
ts38738,Pan de Peace!,SHOW,5,2016,3.83,0.2005821,Neutral
ts39020,Ange Vierge,SHOW,5.3,2016,4.26,0.055900246,Neutral
ts133840,This Boy Is a Professional Wizard,SHOW,6.7,2016,4.35,0.18700683,Neutral
ts52848,Cheating Craft,SHOW,6.9,2016,4.77,0.522585,Positive
ts232892,Neko Neko Nihonshi,SHOW,7.6,2016,3.29,-0.5632677,Negative
ts43264,Kowabon,SHOW,4.6,2015,3.86,0.2177718,Neutral
ts46812,Sekko Boys,SHOW,6.1,2016,4.64,0.15928552,Neutral
ts43046,AOKANA: Four Rhythm Across the Blue,SHOW,6.3,2016,5.48,0.31331763,Positive
ts43287,JK-Meshi!,SHOW,7.3,2015,4.18,0.25412342,Neutral
ts66548,Usakame,SHOW,5.4,2016,3.6,0.10638757,Neutral
ts53002,Nyanbo!,SHOW,4.6,2016,4.27,0.12410809,Neutral
ts38965,Active Raid,SHOW,5.2,2016,4.65,0.081689514,Neutral
ts53540,Ninja Girl & Samurai Master,SHOW,7.5,2016,5.47,0.16212058,Neutral
ts53720,Urawa no Usagi-chan,SHOW,5.3,2015,4.68,0.08324663,Neutral
ts53089,I've Had Enough of Being a Magical Girl,SHOW,5.1,2016,4.34,0.3692622,Positive
ts38726,Tonkatsu DJ Agetarō,SHOW,7.5,2016,3.53,0.52354866,Positive
ts56647,Crane Game Girls,SHOW,6.2,2016,4.58,0.11052622,Neutral
ts57067,Takamiya Nasuno Desu! Teekyu Spinoff,SHOW,5.5,2015,4.6,0.04216849,Neutral
ts134409,Magical Somera-chan,SHOW,5.3,2015,3.12,0.10067343,Neutral
ts74588,Landlord Is in Puberty!,SHOW,6,2016,5.05,0.03820357,Neutral
ts42981,Please Tell Me! Galko-chan,SHOW,6.9,2016,5.38,0.015255695,Neutral
ts55388,Onara Gorou,SHOW,6.1,2016,3.24,0.42416927,Positive
ts94758,The Journey Home,SHOW,7.8,2015,3.47,0.28158498,Neutral
ts42381,Wagamama High Spec,SHOW,4.2,2016,3.79,0.4492539,Positive
ts70564,Rainy Cocoa,SHOW,3.6,2015,3.42,0.39598334,Positive
ts21877,Cute High Earth Defense Club LOVE!,SHOW,7.4,2015,5.77,0.28085208,Neutral
ts56255,Starmyu,SHOW,6.9,2015,5.67,0.57733977,Positive
ts42504,Anne-Happy,SHOW,6.8,2016,5.58,0.19875708,Neutral
ts43168,Ojisan and Marshmallow,SHOW,6.5,2016,5.62,0.30270553,Positive
ts42264,BBK/BRNK,SHOW,6.2,2016,5.02,0.18245868,Neutral
ts296797,Black Clover,SHOW,8.3,2017,7.16,0.39192313,Positive
ts84141,Goblin Slayer,SHOW,7.5,2018,6.68,0.096518904,Neutral
ts84230,That Time I Got Reincarnated as a Slime,SHOW,8.1,2018,7.07,0.10889918,Neutral
ts56104,Boruto: Naruto Next Generations,SHOW,6.9,2017,6.42,0.27203846,Neutral
ts75516,The Ancient Magus' Bride,SHOW,7.7,2017,6.75,0.23203978,Neutral
ts77768,DARLING in the FRANXX,SHOW,7.4,2018,6.76,0.2507975,Neutral
ts77726,Laid-Back Camp,SHOW,8.1,2018,6.54,0.22853257,Neutral
ts89413,Friends Games,SHOW,6.3,2017,4.2,0.15334812,Neutral
ts82228,Cells at Work!,SHOW,7.5,2018,6.52,0.4722765,Positive
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,8.1,2018,7.09,0.11545444,Neutral
ts77706,A Place Further Than the Universe,SHOW,8.2,2018,6.59,0.5163001,Positive
ts53369,Miss Kobayashi's Dragon Maid,SHOW,7.7,2017,6.71,0.23860554,Neutral
ts58045,Classroom of the Elite,SHOW,7.6,2017,6.75,0.35071528,Positive
ts84364,Zombieland Saga,SHOW,7.1,2018,6.28,0.122623295,Neutral
ts79723,Steins;Gate 0,SHOW,8.4,2018,6.97,0.19245744,Neutral
ts77415,Junji Ito Collection,SHOW,6.7,2018,5.94,0.016428703,Neutral
ts79546,MEGALOBOX,SHOW,7.8,2018,6.57,0.3242575,Positive
ts78390,Golden Kamuy,SHOW,8,2018,6.38,0.31978938,Positive
ts77518,Teasing Master Takagi-san,SHOW,7.7,2018,6.56,0.18995166,Neutral
ts53433,Saga of Tanya the Evil,SHOW,7.6,2017,6.64,0.123822294,Neutral
ts79331,Persona 5: The Animation,SHOW,6.7,2018,5.91,0.4985243,Positive
ts82053,Angels of Death,SHOW,6.4,2018,6.01,0.424947,Positive
ts77716,Citrus,SHOW,6.5,2018,5.6,0.16769078,Neutral
ts78392,Hinamatsuri,SHOW,8,2018,6.67,0.1945665,Neutral
ts53430,Seiren,SHOW,5.6,2017,5.41,0.2416311,Neutral
ts58032,In Another World with My Smartphone,SHOW,6.5,2017,5.93,0.15983227,Neutral
ts53365,Masamune-kun's Revenge,SHOW,6.4,2017,5.85,0.17402855,Neutral
ts75838,Recovery of an MMO Junkie,SHOW,7.3,2017,6.31,0.19626927,Neutral
ts82074,Yuuna and the Haunted Hot Springs,SHOW,6.8,2018,5.86,0.29745856,Neutral
ts84403,DAKAICHI -I'm being harassed by the sexiest man of the year-,SHOW,7.2,2018,5.59,0.4709021,Positive
ts77783,Record of Grancrest War,SHOW,7.1,2018,6.31,0.22934416,Neutral
ts57802,My First Girlfriend is a Gal,SHOW,6.1,2017,5.97,0.29423946,Neutral
ts75632,Cardcaptor Sakura: Clear Card,SHOW,7.9,2018,6.52,0.33271784,Positive
ts75755,Anime-Gataris,SHOW,6.1,2017,5.2,0.24173078,Neutral
ts79824,Sword Art Online Alternative: Gun Gale Online,SHOW,6.8,2018,6.16,0.1960997,Neutral
ts58035,AHO-GIRL,SHOW,6.7,2017,6.07,0.07215615,Neutral
ts75698,The Legend of the Galactic Heroes: Die Neue These,SHOW,7.6,2018,6.21,0.12138298,Neutral
ts56105,Tsukigakirei,SHOW,7.7,2017,6.55,0.36085322,Positive
ts58176,Knight's & Magic,SHOW,7.2,2017,6.02,0.13061634,Neutral
ts79742,Saint Seiya: Saintia Sho,SHOW,5.6,2018,5.21,0.4254459,Positive
ts55811,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,SHOW,7.2,2017,6.26,0.19704938,Neutral
ts82109,Asobi Asobase - workshop of fun -,SHOW,7.8,2018,6.71,0.20673749,Neutral
ts79359,Caligula,SHOW,5.5,2018,5.2,0.59905237,Positive
ts53960,Granblue Fantasy: The Animation,SHOW,6.4,2017,5.35,0.32617977,Positive
ts55813,Akashic Records of Bastard Magic Instructor,SHOW,7,2017,6.4,0.2779866,Neutral
ts84431,SSSS.GRIDMAN,SHOW,7,2018,5.87,0.29657865,Neutral
ts84415,Radiant,SHOW,6.7,2018,5.68,0.1396648,Neutral
ts78393,GeGeGe no Kitaro,SHOW,7.4,2018,5.93,0.2746531,Neutral
ts58041,Tsuredure Children,SHOW,7.3,2017,6.37,-0.08881779,Neutral
ts75858,King's Game – The Animation,SHOW,4.9,2017,5.1,0.13662928,Neutral
ts57945,Restaurant to Another World,SHOW,7.1,2017,5.89,0.37589186,Positive
ts75770,Konohana Kitan,SHOW,7.2,2017,5.92,0.55012685,Positive
ts56103,Eromanga Sensei,SHOW,5.5,2017,4.82,0.31594205,Positive
ts79351,Love To-LIE-Angle,SHOW,6.1,2018,4.43,0.24222761,Neutral
ts53359,Interviews with Monster Girls,SHOW,7.4,2017,6.15,0.30930135,Positive
ts80138,Frankenstein Family,SHOW,5.3,2018,5.07,0.10667619,Neutral
ts58030,Clean Freak! Aoyama-kun,SHOW,6.4,2017,5.55,0.43067667,Positive
ts77769,Death March to the Parallel World Rhapsody,SHOW,6.7,2018,6.08,0.19751133,Neutral
ts77785,Sanrio Boys,SHOW,7,2018,4.6,0.08532821,Neutral
ts75757,Blend S,SHOW,6.9,2017,6.29,0.091000184,Neutral
ts56657,Yu-Gi-Oh! VRAINS,SHOW,6,2017,4.9,0.20098902,Neutral
ts77771,School Babysitters,SHOW,7.8,2018,6.13,0.14244726,Neutral
ts53363,One Room,SHOW,4.8,2017,4.06,-0.31788543,Negative
ts79044,Yotsuiro Biyori,SHOW,7.9,2018,5.47,0.42947298,Positive
ts80096,Kakuriyo -Bed & Breakfast for Spirits-,SHOW,7.7,2018,6.52,0.10512067,Neutral
ts82116,Harukana Receive,SHOW,6.4,2018,5.57,0.19841433,Neutral
ts77787,Pop Team Epic,SHOW,6.9,2018,5.82,0.4061134,Positive
ts84848,Tsurune,SHOW,7.3,2018,5.81,0.037833165,Neutral
ts84472,Skull-face Bookseller Honda-san,SHOW,6.7,2018,5.2,0.43022445,Positive
ts84305,Run with the Wind,SHOW,8.4,2018,6.44,0.272618,Neutral
ts57946,GAMERS!,SHOW,6.7,2017,6.11,0.0051328507,Neutral
ts86256,Psychic Princess,SHOW,8,2018,6.45,0.17855899,Neutral
ts57494,Katsugeki: Touken Ranbu,SHOW,6.7,2017,5.66,0.32011357,Positive
ts58040,Netsuzou Trap -NTR-,SHOW,4.9,2017,4.24,0.21618423,Neutral
ts82223,The Master of Ragnarok & Blesser of Einherjar,SHOW,5.2,2018,4.27,0.22776492,Neutral
ts75859,Sengoku Night Blood,SHOW,7.1,2017,5.75,-0.03571901,Neutral
ts53356,Gabriel DropOut,SHOW,7.1,2017,5.71,0.20210177,Neutral
ts77395,Anime Crimes Division,SHOW,8,2017,6.13,0.3162586,Positive
ts58044,Saiyuki Reload Blast,SHOW,7.7,2017,6.23,0.22969984,Neutral
ts53375,Kemono Friends,SHOW,6.5,2017,4.53,0.35499376,Positive
ts77713,Basilisk: The Ouka Ninja Scrolls,SHOW,4.7,2018,4.73,0.1975208,Neutral
ts79325,Umamusume: Pretty Derby,SHOW,6.9,2018,6.03,0.3171044,Positive
ts75856,Love is Like a Cocktail,SHOW,6,2017,5.1,0.49243218,Positive
ts53357,Fuuka,SHOW,6.3,2017,5.39,0.22225074,Neutral
ts84464,Anima Yell!,SHOW,7.8,2018,6.02,0.53965473,Positive
ts83187,Full Metal Panic! Invisible Victory,SHOW,7.5,2018,4.97,0.24766682,Neutral
ts56112,Love Tyrant,SHOW,6.3,2017,5.3,0.24772747,Neutral
ts89852,Homicide City,SHOW,7.5,2018,6.64,0.41050202,Positive
ts82414,Muhyo & Roji's Bureau of Supernatural Investigation,SHOW,7.1,2018,5.9,0.4209487,Positive
ts75776,Juni Taisen: Zodiac War,SHOW,6.6,2017,5.88,0.21908021,Neutral
ts55801,Clockwork Planet,SHOW,5.3,2017,4.95,0.38347054,Positive
ts77519,Katana Maidens: Toji no Miko,SHOW,5.4,2018,4.99,0.31437063,Positive
ts77517,HAKYU HOSHIN ENGI,SHOW,6,2018,4.9,0.13456944,Neutral
ts77773,IDOLiSH7,SHOW,7.3,2018,5.38,0.20845295,Neutral
ts58357,Magical Circle Guruguru,SHOW,7.2,2017,5.61,0.18249662,Neutral
ts75761,Dies Irae,SHOW,4.3,2017,4.22,0.29816133,Neutral
ts80087,Dances with the Dragons,SHOW,6.1,2018,4.94,0.24305952,Neutral
ts75905,Jigoku Shoujo: Yoi no Togi,SHOW,6.3,2017,5.2,0.290488,Neutral
ts82039,Holmes of Kyoto,SHOW,6.7,2018,5.14,0.413473,Positive
ts78454,Gundam Build Divers,SHOW,6.9,2018,5.74,0.62086815,Positive
ts77788,Magical Girl Ore,SHOW,6.3,2018,5.38,0.12370723,Neutral
ts84278,Ulysses: Jeanne d'Arc and the Alchemist Knight,SHOW,5,2018,4.94,0.1486161,Neutral
ts79352,My Sweet Tyrant,SHOW,6.4,2018,5.36,0.03441409,Neutral
ts80099,Isekai Izakaya: Japanese Food From Another World,SHOW,7.5,2018,5.64,0.06777799,Neutral
ts75769,Kino's Journey: The Beautiful World,SHOW,7.2,2017,5.84,0.22825073,Neutral
ts58049,THE REFLECTION,SHOW,5.9,2017,4.48,0.21330689,Neutral
ts84552,As Miss Beelzebub Likes It.,SHOW,6.2,2018,5.12,-0.035169404,Neutral
ts82037,Chio's School Road,SHOW,7.4,2018,5.88,0.12453714,Neutral
ts75758,Code:Realize,SHOW,7.3,2017,5.22,0.16467461,Neutral
ts82331,Angolmois: Record of Mongol Invasion,SHOW,7.1,2018,5.66,0.015874695,Neutral
ts84395,Hinomaru Sumo,SHOW,7.3,2018,5.64,0.062471997,Neutral
ts82105,Island,SHOW,5.2,2018,4.65,0.1746882,Neutral
ts82215,Miss Caretaker of Sunohara-sou,SHOW,6.5,2018,5.67,0.23991957,Neutral
ts77772,Hakata Tonkotsu Ramens,SHOW,7.1,2018,5.78,0.36330432,Positive
ts56243,The World Yamizukan,SHOW,4.9,2017,4.76,0.27123636,Neutral
